,Nature,HP/Atk/Def/SpA/SpD/Spe,UsePercentage,Pokemon
5357,Impish,252/4/252/0/0/0,0.762%,Malamar
5358,Jolly,252/108/0/0/148/0,0.745%,Malamar
5359,Careful,252/4/0/0/252/0,0.744%,Malamar
5360,Brave,228/60/220/0/0/0,0.595%,Malamar
5361,Adamant,108/252/0/0/0/148,0.594%,Malamar
5362,Adamant,248/252/0/0/8/0,0.571%,Malamar
5363,Jolly,200/0/84/0/100/124,0.511%,Malamar
5364,Adamant,252/100/0/0/156/0,0.459%,Malamar
5365,Adamant,252/252/0/0/4/0,0.432%,Malamar
5366,Brave,60/252/0/0/196/0,24.219%,Golisopod
5367,Brave,252/252/0/0/4/0,14.226%,Golisopod
5368,Adamant,252/252/0/0/4/0,12.528%,Golisopod
5369,Adamant,252/252/0/0/0/0,8.731%,Golisopod
5370,Adamant,252/252/0/0/0/4,7.882%,Golisopod
5371,Brave,252/252/0/4/0/0,6.608%,Golisopod
5372,Hardy,252/252/4/0/0/0,5.665%,Golisopod
5373,Relaxed,0/252/4/0/252/0,4.121%,Golisopod
5374,Adamant,236/252/0/0/0/20,2.789%,Golisopod
5375,Adamant,244/252/4/0/8/0,2.733%,Golisopod
5376,Brave,252/252/4/0/0/0,2.178%,Golisopod
5377,Adamant,252/252/4/0/0/0,2.098%,Golisopod
5378,Adamant,252/180/0/0/76/0,1.970%,Golisopod
5379,Adamant,60/252/0/0/196/0,1.288%,Golisopod
5380,Careful,148/128/124/0/104/0,1.199%,Golisopod
5381,Brave,164/0/252/0/92/0,0.553%,Golisopod
5382,Adamant,84/252/0/0/0/172,0.342%,Golisopod
5383,Impish,248/8/252/0/0/0,0.138%,Golisopod
5384,Hardy,252/252/0/0/4/0,0.123%,Golisopod
5385,Serious,84/252/92/0/0/0,0.103%,Golisopod
5386,Timid,4/0/0/252/0/252,38.031%,Golduck
5387,Timid,252/0/0/0/4/252,25.337%,Golduck
5388,Timid,0/0/0/252/4/252,12.581%,Golduck
5389,Timid,0/0/4/252/0/252,7.789%,Golduck
5390,Jolly,0/252/0/0/4/252,1.561%,Golduck
5391,Modest,0/0/0/252/0/252,1.556%,Golduck
5392,Timid,58/0/0/252/0/200,1.239%,Golduck
5393,Modest,4/0/0/252/0/252,1.209%,Golduck
5394,Timid,0/0/0/252/0/252,0.832%,Golduck
5395,Bold,252/0/4/0/252/0,0.813%,Golduck
5396,Calm,252/0/60/4/156/36,0.785%,Golduck
5397,Modest,12/0/0/252/0/244,0.697%,Golduck
5398,Timid,252/0/92/4/68/92,0.598%,Golduck
5399,Modest,252/0/0/252/0/4,0.582%,Golduck
5400,Timid,252/0/44/0/0/212,0.545%,Golduck
5401,Modest,196/0/0/196/0/116,0.544%,Golduck
5402,Modest,0/0/0/252/4/252,0.537%,Golduck
5403,Bold,196/0/252/0/4/52,0.470%,Golduck
5404,Hasty,0/4/0/252/0/252,0.446%,Golduck
5405,Calm,252/0/0/0/252/4,0.390%,Golduck
5406,Sassy,252/0/148/0/108/0,34.926%,Shiinotic
5407,Sassy,252/0/76/0/180/0,34.084%,Shiinotic
5408,Quiet,252/0/0/252/4/0,6.564%,Shiinotic
5409,Bold,0/0/252/4/252/0,4.409%,Shiinotic
5410,Relaxed,252/0/4/252/0/0,3.951%,Shiinotic
5411,Calm,252/0/0/4/252/0,3.872%,Shiinotic
5412,Calm,252/0/4/0/252/0,3.050%,Shiinotic
5413,Calm,252/0/0/128/128/0,1.246%,Shiinotic
5414,Quiet,180/0/124/0/200/0,1.210%,Shiinotic
5415,Sassy,252/0/0/0/252/4,1.020%,Shiinotic
5416,Bold,116/0/220/16/156/0,0.787%,Shiinotic
5417,Calm,252/0/180/0/76/0,0.700%,Shiinotic
5418,Sassy,252/0/4/0/252/0,0.512%,Shiinotic
5419,Sassy,4/0/252/0/252/0,0.509%,Shiinotic
5420,Relaxed,252/0/252/4/0/0,0.402%,Shiinotic
5421,Modest,252/0/0/252/4/0,0.398%,Shiinotic
5422,Sassy,252/0/0/4/252/0,0.395%,Shiinotic
5423,Modest,252/0/4/252/0/0,0.350%,Shiinotic
5424,Calm,252/0/204/0/48/0,0.348%,Shiinotic
5425,Quiet,252/0/4/252/0/0,0.278%,Shiinotic
5426,Jolly,0/252/0/0/4/252,69.177%,Lycanroc Dusk Form
5427,Jolly,4/252/0/0/0/252,24.714%,Lycanroc Dusk Form
5428,Adamant,4/252/0/0/0/252,2.163%,Lycanroc Dusk Form
5429,Adamant,0/252/4/0/0/252,0.612%,Lycanroc Dusk Form
5430,Jolly,0/252/12/0/0/240,0.599%,Lycanroc Dusk Form
5431,Adamant,76/252/100/0/0/76,0.599%,Lycanroc Dusk Form
5432,Adamant,0/252/0/0/4/252,0.547%,Lycanroc Dusk Form
5433,Jolly,0/252/4/0/0/252,0.505%,Lycanroc Dusk Form
5434,Jolly,0/252/0/0/0/252,0.482%,Lycanroc Dusk Form
5435,Adamant,0/0/252/0/252/0,0.235%,Lycanroc Dusk Form
5436,Hardy,4/252/0/0/0/252,0.159%,Lycanroc Dusk Form
5437,Adamant,0/252/0/0/0/252,0.073%,Lycanroc Dusk Form
5438,Jolly,4/248/0/0/0/252,0.056%,Lycanroc Dusk Form
5439,Jolly,252/0/0/0/4/252,0.030%,Lycanroc Dusk Form
5440,Adamant,86/252/84/0/85/0,0.013%,Lycanroc Dusk Form
5441,Hardy,1/1/0/1/1/1,0.009%,Lycanroc Dusk Form
5442,Hardy,252/150/0/0/0/106,0.006%,Lycanroc Dusk Form
5443,Adamant,114/252/44/0/48/46,0.006%,Lycanroc Dusk Form
5444,Timid,4/252/0/0/0/252,0.004%,Lycanroc Dusk Form
5445,Serious,0/252/0/0/0/252,0.003%,Lycanroc Dusk Form
5446,Adamant,196/252/0/0/4/52,52.507%,Unfezant
5447,Jolly,0/252/0/0/4/252,26.311%,Unfezant
5448,Jolly,252/4/0/0/0/252,8.108%,Unfezant
5449,Jolly,252/0/0/0/4/252,5.256%,Unfezant
5450,Timid,252/4/0/0/0/252,4.390%,Unfezant
5451,Jolly,0/252/0/0/0/252,0.765%,Unfezant
5452,Hardy,4/0/0/0/252/252,0.399%,Unfezant
5453,Naive,0/0/0/252/0/252,0.364%,Unfezant
5454,Jolly,132/124/0/0/0/252,0.360%,Unfezant
5455,Timid,248/0/0/0/8/252,0.348%,Unfezant
5456,Jolly,4/252/0/0/0/252,0.345%,Unfezant
5457,Jolly,104/152/0/0/0/252,0.199%,Unfezant
5458,Timid,252/0/0/0/4/252,0.197%,Unfezant
5459,Jolly,0/252/4/0/0/252,0.124%,Unfezant
5460,Jolly,0/0/4/0/252/252,0.093%,Unfezant
5461,Jolly,60/0/0/0/196/252,0.064%,Unfezant
5462,Timid,8/0/0/248/0/252,0.059%,Unfezant
5463,Jolly,252/0/4/0/0/252,0.045%,Unfezant
5464,Timid,252/0/4/0/0/252,0.025%,Unfezant
5465,Hardy,0/4/0/252/0/252,0.012%,Unfezant
5466,Brave,252/252/0/0/4/0,23.694%,Perrserker
5467,Adamant,252/252/4/0/0/0,18.021%,Perrserker
5468,Adamant,252/252/0/0/4/0,14.278%,Perrserker
5469,Brave,248/252/0/0/8/0,9.186%,Perrserker
5470,Brave,248/252/0/0/4/0,7.568%,Perrserker
5471,Adamant,196/252/0/0/60/0,7.164%,Perrserker
5472,Adamant,4/252/0/0/0/252,5.849%,Perrserker
5473,Adamant,248/252/0/0/8/0,3.690%,Perrserker
5474,Brave,252/0/100/0/156/0,2.943%,Perrserker
5475,Adamant,172/252/60/0/20/0,1.429%,Perrserker
5476,Impish,252/0/252/0/0/0,1.156%,Perrserker
5477,Impish,252/4/252/0/0/0,1.106%,Perrserker
5478,Brave,196/252/0/0/60/0,0.911%,Perrserker
5479,Brave,0/252/0/4/0/252,0.702%,Perrserker
5480,Jolly,60/248/0/0/0/200,0.303%,Perrserker
5481,Adamant,0/252/0/0/4/252,0.286%,Perrserker
5482,Brave,252/0/124/128/4/0,0.194%,Perrserker
5483,Brave,252/252/4/0/0/0,0.181%,Perrserker
5484,Adamant,248/220/36/0/0/0,0.128%,Perrserker
5485,Impish,248/8/252/0/0/0,0.122%,Perrserker
5486,Quiet,252/0/0/252/4/0,50.713%,Galarian Slowbro
5487,Quiet,252/0/4/252/0/0,12.408%,Galarian Slowbro
5488,Modest,252/0/4/252/0/0,5.746%,Galarian Slowbro
5489,Quiet,164/0/0/236/108/0,3.214%,Galarian Slowbro
5490,Modest,252/0/0/252/4/0,2.875%,Galarian Slowbro
5491,Relaxed,252/0/252/4/0/0,2.789%,Galarian Slowbro
5492,Sassy,252/0/0/4/252/0,2.125%,Galarian Slowbro
5493,Quiet,252/0/0/188/68/0,1.790%,Galarian Slowbro
5494,Quiet,252/0/0/236/20/0,1.434%,Galarian Slowbro
5495,Modest,252/0/0/180/76/0,1.203%,Galarian Slowbro
5496,Relaxed,252/0/124/52/76/0,1.112%,Galarian Slowbro
5497,Brave,252/76/20/0/160/0,0.880%,Galarian Slowbro
5498,Bold,252/0/196/0/60/0,0.732%,Galarian Slowbro
5499,Relaxed,252/0/4/0/252/0,0.712%,Galarian Slowbro
5500,Quiet,252/4/0/252/0/0,0.676%,Galarian Slowbro
5501,Quiet,236/0/4/252/12/0,0.574%,Galarian Slowbro
5502,Quiet,252/0/0/252/0/0,0.547%,Galarian Slowbro
5503,Quiet,244/0/0/252/12/0,0.546%,Galarian Slowbro
5504,Sassy,252/0/100/0/156/0,0.503%,Galarian Slowbro
5505,Modest,216/0/0/252/4/36,0.470%,Galarian Slowbro
5506,Brave,252/252/0/0/4/0,61.536%,Bouffalant
5507,Adamant,200/252/0/0/4/52,10.363%,Bouffalant
5508,Adamant,252/252/0/0/4/0,7.980%,Bouffalant
5509,Jolly,212/68/0/0/0/228,2.850%,Bouffalant
5510,Brave,236/196/76/0/0/0,2.743%,Bouffalant
5511,Brave,236/76/0/0/196/0,2.483%,Bouffalant
5512,Brave,252/236/0/0/20/0,1.918%,Bouffalant
5513,Adamant,252/252/0/0/0/0,1.616%,Bouffalant
5514,Brave,236/152/60/0/60/0,1.329%,Bouffalant
5515,Brave,236/236/36/0/0/0,1.290%,Bouffalant
5516,Adamant,236/236/36/0/0/0,0.632%,Bouffalant
5517,Adamant,252/252/4/0/0/0,0.602%,Bouffalant
5518,Adamant,252/252/0/0/0/4,0.585%,Bouffalant
5519,Sassy,252/4/0/0/252/0,0.493%,Bouffalant
5520,Adamant,4/252/0/0/0/252,0.385%,Bouffalant
5521,Brave,116/252/140/0/0/0,0.366%,Bouffalant
5522,Jolly,252/252/0/0/4/0,0.318%,Bouffalant
5523,Brave,252/252/4/0/0/0,0.313%,Bouffalant
5524,Adamant,236/196/0/0/76/0,0.251%,Bouffalant
5525,Adamant,248/252/4/0/4/0,0.231%,Bouffalant
5526,Modest,0/0/0/252/4/252,46.307%,Frost Rotom
5527,Timid,0/0/0/252/28/228,20.921%,Frost Rotom
5528,Modest,252/0/0/220/0/36,17.449%,Frost Rotom
5529,Modest,252/0/0/252/0/4,13.098%,Frost Rotom
5530,Timid,0/0/0/252/4/252,1.394%,Frost Rotom
5531,Timid,4/0/0/252/0/252,0.421%,Frost Rotom
5532,Calm,252/0/0/4/252/0,0.244%,Frost Rotom
5533,Modest,28/0/0/252/0/228,0.072%,Frost Rotom
5534,Modest,132/0/0/252/0/124,0.054%,Frost Rotom
5535,Timid,0/0/0/252/0/252,0.013%,Frost Rotom
5536,Modest,4/0/0/252/0/252,0.006%,Frost Rotom
5537,Modest,252/0/68/188/0/0,0.005%,Frost Rotom
5538,Relaxed,252/0/0/252/4/0,0.005%,Frost Rotom
5539,Modest,140/0/0/252/0/116,0.004%,Frost Rotom
5540,Bold,252/0/0/252/4/0,0.004%,Frost Rotom
5541,Timid,156/0/20/108/4/220,0.001%,Frost Rotom
5542,Timid,252/0/44/0/0/212,0.001%,Frost Rotom
5543,Hasty,4/0/0/252/0/252,0.001%,Frost Rotom
5544,Timid,252/0/0/0/4/252,0.001%,Frost Rotom
5545,Timid,244/0/4/4/4/252,0.000%,Frost Rotom
5546,Timid,4/0/0/252/0/252,56.972%,Roserade
5547,Timid,0/0/0/252/4/252,32.999%,Roserade
5548,Modest,0/0/0/252/4/252,2.805%,Roserade
5549,Timid,252/0/4/0/0/252,1.914%,Roserade
5550,Timid,0/0/4/252/0/252,1.626%,Roserade
5551,Timid,0/0/0/252/0/252,1.621%,Roserade
5552,Modest,4/0/0/252/0/252,0.762%,Roserade
5553,Modest,0/0/4/252/252/0,0.384%,Roserade
5554,Timid,252/0/0/44/52/156,0.216%,Roserade
5555,Modest,252/0/0/252/0/0,0.145%,Roserade
5556,Modest,252/0/4/124/124/0,0.109%,Roserade
5557,Hardy,28/0/76/188/60/156,0.105%,Roserade
5558,Modest,0/0/148/148/148/60,0.079%,Roserade
5559,Hardy,64/64/140/84/148/8,0.053%,Roserade
5560,Jolly,0/0/0/252/80/176,0.039%,Roserade
5561,Timid,252/0/0/252/0/4,0.037%,Roserade
5562,Timid,0/0/252/0/252/4,0.027%,Roserade
5563,Quiet,204/0/52/252/0/0,0.026%,Roserade
5564,Calm,0/0/0/252/252/0,0.020%,Roserade
5565,Serious,0/252/0/0/0/252,0.013%,Roserade
5566,Sassy,252/0/0/4/252/0,29.722%,Tangrowth
5567,Sassy,252/0/4/0/252/0,15.274%,Tangrowth
5568,Sassy,252/0/252/0/4/0,10.909%,Tangrowth
5569,Relaxed,188/68/0/0/252/0,8.149%,Tangrowth
5570,Modest,252/0/0/252/4/0,6.936%,Tangrowth
5571,Calm,252/0/4/4/140/108,6.901%,Tangrowth
5572,Relaxed,252/0/252/4/0/0,3.956%,Tangrowth
5573,Careful,252/0/0/4/252/0,3.574%,Tangrowth
5574,Bold,252/0/252/4/0/0,2.243%,Tangrowth
5575,Sassy,132/12/140/12/212/0,1.979%,Tangrowth
5576,Hardy,252/4/252/0/0/0,1.681%,Tangrowth
5577,Bold,252/0/28/12/212/4,1.518%,Tangrowth
5578,Quiet,252/0/0/4/252/0,1.416%,Tangrowth
5579,Calm,252/0/0/4/252/0,0.682%,Tangrowth
5580,Relaxed,204/52/252/0/0/0,0.677%,Tangrowth
5581,Bold,252/0/252/0/4/0,0.642%,Tangrowth
5582,Adamant,252/252/0/0/4/0,0.598%,Tangrowth
5583,Naive,252/4/0/0/0/252,0.503%,Tangrowth
5584,Timid,248/0/0/0/8/252,0.215%,Tangrowth
5585,Careful,252/4/0/0/252/0,0.189%,Tangrowth
5586,Careful,252/4/0/0/252/0,27.587%,Sandaconda
5587,Careful,252/0/4/0/252/0,25.509%,Sandaconda
5588,Adamant,252/252/0/0/4/0,21.159%,Sandaconda
5589,Adamant,120/136/0/0/252/0,5.633%,Sandaconda
5590,Adamant,252/212/44/0/0/0,4.705%,Sandaconda
5591,Sassy,244/8/4/0/252/0,2.002%,Sandaconda
5592,Careful,252/0/148/0/108/0,1.909%,Sandaconda
5593,Adamant,252/204/52/0/0/0,1.462%,Sandaconda
5594,Brave,252/116/0/0/140/0,1.429%,Sandaconda
5595,Jolly,4/252/0/0/0/252,1.054%,Sandaconda
5596,Brave,252/252/0/0/4/0,1.052%,Sandaconda
5597,Impish,252/0/252/0/4/0,0.856%,Sandaconda
5598,Impish,252/0/4/0/252/0,0.789%,Sandaconda
5599,Relaxed,252/0/252/0/4/0,0.729%,Sandaconda
5600,Adamant,252/252/4/0/0/0,0.640%,Sandaconda
5601,Impish,252/0/164/0/0/88,0.552%,Sandaconda
5602,Impish,252/4/252/0/0/0,0.472%,Sandaconda
5603,Adamant,252/100/0/0/156/0,0.434%,Sandaconda
5604,Jolly,252/0/52/0/200/4,0.409%,Sandaconda
5605,Relaxed,252/0/4/0/252/0,0.375%,Sandaconda
5606,Bold,252/0/252/0/4/0,24.932%,Polteageist
5607,Modest,0/0/0/252/4/252,22.895%,Polteageist
5608,Timid,4/0/0/252/0/252,22.686%,Polteageist
5609,Timid,4/0/140/108/0/252,11.893%,Polteageist
5610,Bold,0/0/132/124/0/252,4.074%,Polteageist
5611,Modest,0/0/60/252/0/196,2.581%,Polteageist
5612,Timid,0/0/4/252/0/252,2.040%,Polteageist
5613,Modest,112/0/252/0/0/144,1.336%,Polteageist
5614,Modest,252/0/0/252/4/0,1.205%,Polteageist
5615,Sassy,252/4/0/0/252/0,0.936%,Polteageist
5616,Timid,0/0/0/252/4/252,0.836%,Polteageist
5617,Modest,4/0/0/252/0/252,0.468%,Polteageist
5618,Modest,0/0/156/252/96/0,0.453%,Polteageist
5619,Timid,252/0/4/0/0/252,0.447%,Polteageist
5620,Calm,252/0/4/0/252/0,0.388%,Polteageist
5621,Modest,0/0/0/252/0/252,0.347%,Polteageist
5622,Calm,252/0/0/4/252/0,0.332%,Polteageist
5623,Modest,60/0/92/252/4/100,0.253%,Polteageist
5624,Quiet,252/0/4/252/0/0,0.232%,Polteageist
5625,Timid,0/0/0/252/0/252,0.216%,Polteageist
5626,Bold,220/0/244/0/44/0,69.610%,Tangela
5627,Bold,252/0/84/12/156/0,17.894%,Tangela
5628,Sassy,252/0/84/0/171/0,3.260%,Tangela
5629,Calm,252/0/0/0/252/4,2.722%,Tangela
5630,Calm,252/0/4/0/252/0,1.651%,Tangela
5631,Calm,128/0/124/0/252/0,1.289%,Tangela
5632,Bold,252/0/76/0/176/0,1.249%,Tangela
5633,Calm,252/0/92/0/164/0,1.088%,Tangela
5634,Bold,252/0/84/16/156/0,0.597%,Tangela
5635,Timid,252/0/4/0/0/252,0.196%,Tangela
5636,Calm,92/0/164/0/252/0,0.147%,Tangela
5637,Hardy,252/252/0/0/0/4,0.075%,Tangela
5638,Calm,40/0/4/0/252/212,0.061%,Tangela
5639,Quiet,4/0/252/252/0/0,0.035%,Tangela
5640,Naughty,0/252/0/4/0/252,0.028%,Tangela
5641,Impish,252/0/116/0/136/0,0.018%,Tangela
5642,Naive,252/4/0/0/0/252,0.017%,Tangela
5643,Bold,4/0/252/0/252/0,0.014%,Tangela
5644,Bold,252/0/252/0/0/4,0.014%,Tangela
5645,Calm,252/0/36/120/100/0,0.009%,Tangela
5646,Jolly,4/252/0/0/0/252,81.496%,Morpeko Full Belly Mode
5647,Adamant,4/252/0/0/0/252,5.444%,Morpeko Full Belly Mode
5648,Adamant,0/252/0/0/0/252,3.865%,Morpeko Full Belly Mode
5649,Jolly,0/252/0/0/4/252,3.057%,Morpeko Full Belly Mode
5650,Jolly,0/252/0/0/0/252,2.124%,Morpeko Full Belly Mode
5651,Adamant,0/252/0/0/4/252,1.516%,Morpeko Full Belly Mode
5652,Hasty,0/252/0/4/0/252,1.415%,Morpeko Full Belly Mode
5653,Jolly,252/12/0/0/0/244,0.643%,Morpeko Full Belly Mode
5654,Jolly,12/240/0/0/4/252,0.205%,Morpeko Full Belly Mode
5655,Jolly,0/252/4/0/0/252,0.103%,Morpeko Full Belly Mode
5656,Adamant,0/252/0/4/0/252,0.084%,Morpeko Full Belly Mode
5657,Adamant,0/252/20/0/0/236,0.021%,Morpeko Full Belly Mode
5658,Hardy,4/252/0/0/0/252,0.009%,Morpeko Full Belly Mode
5659,Jolly,4/0/252/0/0/252,0.005%,Morpeko Full Belly Mode
5660,Jolly,252/4/0/0/0/252,0.005%,Morpeko Full Belly Mode
5661,Jolly,4/244/4/0/4/252,0.004%,Morpeko Full Belly Mode
5662,Timid,252/0/0/0/4/252,0.002%,Morpeko Full Belly Mode
5663,Adamant,252/252/0/0/4/0,0.002%,Morpeko Full Belly Mode
5664,Naughty,92/100/36/24/0/252,0.000%,Morpeko Full Belly Mode
5665,Hardy,164/0/108/0/112/120,0.000%,Morpeko Full Belly Mode
5666,Bold,252/0/76/0/176/0,80.219%,Eldegoss
5667,Relaxed,252/0/0/4/252/0,5.373%,Eldegoss
5668,Calm,0/0/252/4/252/0,3.543%,Eldegoss
5669,Bold,252/0/100/0/156/0,2.984%,Eldegoss
5670,Bold,140/0/140/0/0/228,1.889%,Eldegoss
5671,Bold,252/0/4/0/252/0,1.171%,Eldegoss
5672,Bold,252/0/156/0/100/0,0.985%,Eldegoss
5673,Calm,252/0/0/4/252/0,0.951%,Eldegoss
5674,Serious,252/0/124/0/0/128,0.588%,Eldegoss
5675,Bold,252/0/252/4/0/0,0.581%,Eldegoss
5676,Bold,252/0/252/0/4/0,0.520%,Eldegoss
5677,Hardy,252/0/0/0/252/0,0.436%,Eldegoss
5678,Calm,252/0/4/0/252/0,0.137%,Eldegoss
5679,Relaxed,252/0/100/0/156/0,0.107%,Eldegoss
5680,Modest,252/0/0/252/4/0,0.107%,Eldegoss
5681,Calm,252/0/252/0/0/4,0.086%,Eldegoss
5682,Relaxed,252/0/196/0/60/0,0.076%,Eldegoss
5683,Bold,4/0/252/0/252/0,0.056%,Eldegoss
5684,Relaxed,248/0/252/0/0/8,0.051%,Eldegoss
5685,Bold,252/0/140/0/0/116,0.044%,Eldegoss
5686,Relaxed,244/0/252/12/0/0,34.474%,Aromatisse
5687,Relaxed,252/0/172/0/84/0,17.317%,Aromatisse
5688,Sassy,252/0/236/0/16/0,11.032%,Aromatisse
5689,Relaxed,244/0/252/0/12/0,10.473%,Aromatisse
5690,Quiet,252/0/0/252/4/0,9.942%,Aromatisse
5691,Sassy,244/0/0/12/252/0,3.481%,Aromatisse
5692,Sassy,252/0/0/4/252/0,3.104%,Aromatisse
5693,Relaxed,244/0/52/12/196/0,2.587%,Aromatisse
5694,Relaxed,252/0/164/0/92/0,2.004%,Aromatisse
5695,Relaxed,252/0/252/0/4/0,1.731%,Aromatisse
5696,Quiet,252/0/172/0/84/0,1.128%,Aromatisse
5697,Bold,252/0/252/4/0/0,0.553%,Aromatisse
5698,Sassy,252/0/4/0/252/0,0.358%,Aromatisse
5699,Relaxed,252/0/196/0/60/0,0.318%,Aromatisse
5700,Sassy,252/0/188/0/68/0,0.281%,Aromatisse
5701,Serious,252/0/124/0/132/0,0.244%,Aromatisse
5702,Modest,252/0/0/252/4/0,0.212%,Aromatisse
5703,Relaxed,252/0/100/0/156/0,0.191%,Aromatisse
5704,Quiet,252/0/4/252/0/0,0.090%,Aromatisse
5705,Modest,0/0/252/0/252/0,0.073%,Aromatisse
5706,Adamant,252/252/0/0/4/0,59.451%,Miltank
5707,Jolly,0/252/0/0/4/252,8.067%,Miltank
5708,Adamant,4/252/0/0/0/252,6.486%,Miltank
5709,Impish,252/0/252/0/0/4,5.382%,Miltank
5710,Jolly,252/4/0/0/0/252,3.219%,Miltank
5711,Adamant,252/132/124/0/0/0,2.854%,Miltank
5712,Careful,252/252/0/0/4/0,1.720%,Miltank
5713,Adamant,252/252/0/0/0/4,1.608%,Miltank
5714,Careful,236/4/36/0/228/0,1.605%,Miltank
5715,Adamant,0/252/0/0/4/252,1.518%,Miltank
5716,Careful,252/0/36/0/216/0,1.493%,Miltank
5717,Adamant,44/252/0/0/48/0,1.174%,Miltank
5718,Adamant,76/252/36/0/116/28,1.020%,Miltank
5719,Jolly,0/172/0/0/84/252,0.858%,Miltank
5720,Jolly,4/252/4/0/4/244,0.516%,Miltank
5721,Jolly,172/0/0/0/84/252,0.468%,Miltank
5722,Impish,4/0/252/0/0/252,0.464%,Miltank
5723,Jolly,4/252/0/0/0/252,0.277%,Miltank
5724,Bold,252/0/252/0/4/0,0.256%,Miltank
5725,Impish,0/4/252/0/252/0,0.219%,Miltank
5726,Relaxed,244/36/60/0/164/0,69.529%,Gourgeist Super Size
5727,Impish,252/4/4/0/180/68,12.151%,Gourgeist Super Size
5728,Relaxed,252/0/116/0/140/0,5.505%,Gourgeist Super Size
5729,Adamant,244/76/0/0/188/0,5.236%,Gourgeist Super Size
5730,Adamant,252/72/4/0/180/0,2.222%,Gourgeist Super Size
5731,Sassy,244/0/12/0/252/0,1.269%,Gourgeist Super Size
5732,Sassy,252/4/0/0/252/0,1.125%,Gourgeist Super Size
5733,Sassy,252/0/76/0/180/0,0.490%,Gourgeist Super Size
5734,Sassy,244/30/0/0/236/0,0.287%,Gourgeist Super Size
5735,Sassy,252/0/4/0/252/0,0.265%,Gourgeist Super Size
5736,Brave,252/252/0/0/4/0,0.253%,Gourgeist Super Size
5737,Relaxed,244/12/252/0/0/0,0.252%,Gourgeist Super Size
5738,Brave,244/244/20/0/0/0,0.239%,Gourgeist Super Size
5739,Sassy,4/252/0/0/252/0,0.207%,Gourgeist Super Size
5740,Careful,252/0/4/0/252/0,0.195%,Gourgeist Super Size
5741,Brave,204/52/0/0/252/0,0.173%,Gourgeist Super Size
5742,Relaxed,252/4/252/0/0/0,0.117%,Gourgeist Super Size
5743,Impish,252/4/4/0/244/4,0.089%,Gourgeist Super Size
5744,Careful,252/12/0/0/244/0,0.078%,Gourgeist Super Size
5745,Relaxed,252/4/4/0/244/0,0.077%,Gourgeist Super Size
5746,Adamant,244/252/0/0/12/0,28.801%,Crawdaunt
5747,Brave,108/252/148/0/0/0,17.132%,Crawdaunt
5748,Brave,252/252/4/0/0/0,13.307%,Crawdaunt
5749,Adamant,4/252/0/0/0/252,11.487%,Crawdaunt
5750,Adamant,252/236/4/0/4/12,10.271%,Crawdaunt
5751,Adamant,0/252/0/0/4/252,4.717%,Crawdaunt
5752,Adamant,252/252/0/0/4/0,4.263%,Crawdaunt
5753,Adamant,252/252/4/0/0/0,3.546%,Crawdaunt
5754,Adamant,236/252/20/0/0/0,2.656%,Crawdaunt
5755,Brave,252/252/0/0/4/0,2.484%,Crawdaunt
5756,Adamant,0/252/0/0/0/252,0.333%,Crawdaunt
5757,Brave,116/252/140/0/0/0,0.224%,Crawdaunt
5758,Brave,252/252/0/0/0/0,0.142%,Crawdaunt
5759,Adamant,252/252/0/0/0/4,0.137%,Crawdaunt
5760,Jolly,0/252/0/0/0/252,0.117%,Crawdaunt
5761,Adamant,148/252/0/0/108/0,0.107%,Crawdaunt
5762,Adamant,0/252/4/0/0/252,0.102%,Crawdaunt
5763,Jolly,4/252/0/0/0/252,0.048%,Crawdaunt
5764,Adamant,116/252/0/0/0/140,0.045%,Crawdaunt
5765,Adamant,160/248/0/0/0/100,0.023%,Crawdaunt
5766,Jolly,4/252/0/0/0/252,30.570%,Heracross
5767,Adamant,4/252/0/0/0/252,27.072%,Heracross
5768,Jolly,0/252/0/0/4/252,12.056%,Heracross
5769,Jolly,0/252/4/0/0/252,8.381%,Heracross
5770,Adamant,148/76/148/0/0/136,4.306%,Heracross
5771,Adamant,252/252/0/0/4/0,2.921%,Heracross
5772,Adamant,4/252/76/0/76/100,2.689%,Heracross
5773,Brave,252/252/4/0/0/0,2.142%,Heracross
5774,Adamant,28/252/4/0/20/204,1.776%,Heracross
5775,Adamant,0/252/0/0/4/252,1.332%,Heracross
5776,Adamant,96/160/0/0/0/252,1.187%,Heracross
5777,Adamant,252/252/0/0/0/0,1.106%,Heracross
5778,Hardy,4/252/0/0/0/252,0.767%,Heracross
5779,Jolly,12/244/0/0/0/252,0.529%,Heracross
5780,Jolly,12/252/36/0/12/196,0.377%,Heracross
5781,Adamant,28/204/4/0/92/180,0.358%,Heracross
5782,Adamant,4/248/0/0/0/252,0.348%,Heracross
5783,Hardy,156/252/12/0/0/84,0.324%,Heracross
5784,Adamant,252/252/4/0/0/0,0.320%,Heracross
5785,Brave,252/252/0/0/0/0,0.291%,Heracross
5786,Modest,252/0/4/76/116/60,35.536%,Magneton
5787,Quiet,252/0/4/252/0/0,32.027%,Magneton
5788,Modest,248/0/0/220/8/0,12.433%,Magneton
5789,Modest,252/0/0/252/4/0,8.889%,Magneton
5790,Calm,150/0/108/200/50/0,7.559%,Magneton
5791,Modest,180/0/0/252/0/76,1.029%,Magneton
5792,Timid,0/0/0/252/0/252,0.481%,Magneton
5793,Modest,252/0/4/252/0/0,0.350%,Magneton
